식별자,뉴스제목,뉴스본문,Label
1_00282,"전속으로 달리는 경찰차 쫓아가 ""경찰이 모범 보여라""며 질책한 여성의 유튜브 영상 화제","한 여성이 전속으로 달리는 경찰차를 쫓아가 ""경찰이 모범 보여라""며 오히려 운전한 경찰을 나무라는 유튜브 영상이 화제다. 

유튜브에 '클라우디아 카스티요(Claudia Castillo)'라는 이름으로 동영상을 게재한 이 여성은 이 과정을 영상에 담아 3편으로 나누어 유튜브에 지난달 29일(이하 현지시각) 게재했다. 

미국 플로리다주 마이애미에서 촬영된 영상에서 이 여성이 운전하는 차량이 고속도로를 과속으로 질주하는 경찰차를 뒤쫓았다. 결국 경찰은 경찰차를 갓길에 세우고(영상 1분 16분), 여성에게 다가와 무슨 일인지 물었다. 여성은 ""당신을 쫓으려고 시속 80마일(약 시속 140Km)로 달렸는데 따라잡을 수 없었다.

뭐가 그렇게 급했냐""며 경찰에게 되물었다. 경찰은 ""내가 얼마나 빨리 달렸는지는 모르겠지만, 단지 일하러 가는 중이었다""며 ""차를 세우라는 신호를 보내길래 응급 상황이 생긴 줄 알고 차를 세웠다.

당신은 정말 괜찮은가?""라고 여성에게 물었다. 여성은 “나는 괜찮다.

당신이 과속하길래…”라고 말하자 경찰은 겸연쩍은 표정으로 “죄송하다.

천천히 달리겠다”며 사과했다. 경찰의 사과에 여성은 ""경찰은 모범을 보여야 한다고 생각한다""며 ""지역 공동체 지도자들이지 않냐""고 꼬집었다.

경찰은 ""동의한다""며 수긍한 뒤 경찰차로 돌아갔다. 지난 3일 기준, 세 개의 영상 클립 가운데 세번째 영상만 재생 횟수가 100만 회를 넘어섰다.",0
1_00283,어제보다 추워...낮부터 체감 기온 떨어질 것,"낮부터 북서쪽에서 찬 공기가 유입되면서 체감 기온이 떨어져 금요일 어제보다 추워질 전망입니다. 

이번 추위는 일요일까지 이어질 것으로 예상됩니다.

고향으로 가시는 옷차림에도 신경 쓰셔야겠습니다. 오늘 우리나라는 고기압 가장자리에 들겠습니다. 

아침 기온은 서울 영하 6도, 대전 영하 6도, 전주 영하 3도가 예상됩니다. 

낮 기온은 서울 3도, 대전 4도, 전주 4도가 될 전망입니다. 바다 물결은 서해 남부 먼바다에서 점차 높게 일겠습니다.

바람도 점차 강해질 전망입니다.",0
1_00284,'취향 따라 고르는' 발렌타인데이 이색 데이트 장소 추천,"연인이 다크룸 에피소드1을 체험하며 즐거워 하고 있다. 

'취향에 따라 선택하는' 설렘을 가득 담은 발렌타인데이에 색다른 데이트 장소를 추천한다. 

솔로들은 그동안 전하지 못 했던 사랑을 고백하고, 연인들은 서로의 사랑을 확인할 수 있다. 썸남썸녀부터 건어물 남녀까지 상황과 취향에 맞게 골라 갈 수 있는 색다른 데이트 장소를 추천한다.

1. 썸남썸녀를 위한 어둠 체험 프로그램 '다크룸 에피소드1'미션으로 가득한 ‘다크룸 에피소드1’은 서울 대표 이색 데이트 장소로 많은 사랑을 받고 있는 곳이다. 서로에게 의지하며 미로를 탈출하고 커플룸에서 연인의 얼굴을 그려보는 등 시각을 제외한 네 개의 감각을 이용해 칠흑 같은 공간을 빠져나가야 한다. 

특히 체험 마지막에 진행되는 ‘고백의 시간’에서는 속마음을 자연스럽게 털어놓게 되어 시작을 망설이는 썸남썸녀에게는 더할 나위 없는 고백의 기회가 될 수 있다. 다크룸 에피소드1은 인사동 쌈지길에 위치해 있으며, 소셜커머스에서 2인 기준 39,800원에 구매 할수 있다.
체험 특성상 사전 예약은 필수다.

2. 뇌섹남녀를 위한 방 탈출 게임 '서울 이스케이프룸' 추리 소설을 좋아하거나 게임을 즐겨 한다면 ‘서울 이스케이프룸’을 추천한다.
지하 감옥, 고대 박물관, 재즈바 등 다양한 콘셉트로 꾸며진 방에 들어가 한 시간 내에 방을 탈출해야 하는 게임으로 탈출하기 위해서는 각종 힌트를 찾아 추리하여 암호를 풀어야 한다. 

연인과 함께 머리를 맞대고 60분간 문제를 풀며 박진감과 스릴 넘치는 데이트를 즐기기에 안성맞춤이다.
홍대와 이태원, 강남에 위치해 있으며, 2인 기준 48,000원에 이용 가능하다.

3. 모험 남녀를 위한 미로 탈출'다이나믹 메이즈' 미로 속에서 총 14개의 다양한 미션을 체험하는 미로 탈출 ‘다이나믹 메이즈’는 장애물을 뛰어넘고, 순발력과 집중력을 요하는 신체 활동을 할 수 있는 공간이다.

혼자서는 올라갈 수 없는 ‘언덕 오르기’, 함께 소리를 질러 100dB 이상 나와야 통과할 수 있는 ‘소리 질러’ 등 서로 협동을 해야만 미션을 수행할 수 있다. 평소에 활동적인 것을 좋아하거나 모험을 즐기는 성격이라면 다이나믹 메이즈에서 신나게 스트레스를 해소하며 즐거운 시간을 보낼 수 있다.
다이나믹 메이즈는 인사동 초입에 위치하였으며, 이용 요금은 대소 구분 없이 12,000원이다.

4. 건어물 남녀를 위한 만화카페 '섬' 신사동 가로수길에 위치한 만화카페 ‘섬’은 추운 겨울날 이불 속을 벗어나지 못하는 건어물 남녀들을 위한 공간이다.

지중해를 연상시키는 파란색과 하얀색의 인테리어가 특징인 이곳은 내 집처럼 누워서 만화책을 볼 수 있는 이층 침대도 구비되어 있으며, 출출할 때에는 컵라면이나 만두 등의 간식도 판매하고 있어 가볍게 먹을 수 있다.
이용 요금은 1시간당 2,400원, 추가 10분당 400원이다.",0
1_00285,"취준생 84.3%, “금수저는 취업도 잘된다”","취업시장 장악한 두 금수저, ‘취업활동에만 전념하도록 경제적 지원받는’ 금수저, ‘부모님 인맥 좋은’ 금수저

취업준비생 84.3%는 상대적으로 나보다 “내 주위에 금수저는 취직도 잘 되는 것 같다.""라는 조사 결과가 나왔다.  

대학생 및 취업준비생들이 금수저들을 바라보는 솔직한 심정이다.",0
1_00286,한 아파트 승강기에 '현금 4000원' 붙은 사연,"한 아파트 엘리베이터에 공고문이 붙었는데 최저임금인상으로 인해 세대별 관리비가 4천원 인상된다며 '현금 4천원'이 붙은 사연이 공개되었는데, 경비원을 유지할지 해고하고 무인CCTV를 설치할지 투표로 결정한단다.  

다행히 며칠 전 부결공고가 나왔다. 김 위원은 ""최저 임금 인상으로 세대별 관리비가 4000원 인상된다며 경비원을 유지할지 (이들을) 해고하고 무인 CCTV를 설치할지 투표로 결정한단다""라는 설명과 함께 사진 속 인쇄물을 승강기에 직접 붙였다고 밝혔다. 

그가 붙인 인쇄물은 '저 4000원 있습니다'라는 제목의 글이었다.

김 씨는 인쇄물에 ""최저 임금 인상에 의해 관리비가 가구당 4000원 올라가니 경비원분들을 해고할지 선택하라니요.

저 4000원 있습니다""라고 밝혔다. 이와 함께 김 씨는 1000원짜리 지폐 4장을 붙였다. 이 인쇄물은 지난 1월 부착된 것으로 보인다.

김 씨는 경비원의 해고를 막기 위해 인쇄물을 붙인 것으로 여겨진다. 다행히 경비원의 해고는 이뤄지지 않았다. 김 위원은 ""다행히 며칠 전 부결 공고가 나왔다""고 밝혔다.",0
1_00287,"신임 질병관리본부장 ""흰줄숲모기 씨를 말리겠다""","최근 임명된 정기석 신임 질병관리본부장은 국내에 서식하면서 지카바이러스 감염증을 옮기는 흰줄숲모기를 모두 박멸하는 방안을 마련하겠다고 3일 밝혔다.

또 올해 안으로 질병관리본부 내에 모기를 연구하는 전담팀을 만들어 관련 학술 연구를 강화하겠다고 강조했다.

정 본부장은 이날 오후 청주시 오송읍 질병관리본부에서 열린 취임식 직후 기자들을 만나 이 같은 지카바이러스 대책을 내놨다.

다음은 정기석 질병관리본부장의 일문일답이다.

-지카바이러스 모기 박멸을 고민해야 하지 않나.

▶관계 부처 차관회의에서 모기 박멸에 관한 얘기가 나왔다. 모기 전문가가 있어 연구를 시작하겠다. 질병매개곤충과가 있다. 여기에 모기팀을 만들어 모기를 줄이는 방법을 제시할 것이다. 모기는 지카바이러스뿐 아니라 뎅기열도 유발한다. 사실 뎅기열이 더 위험하다. (이 질환으로) 숨질 수 있다. 모기를 연구하겠다. 보일러실이나 지하실 등에서 (모기가) 산다. 국민안전처에서도 그 얘기를 했다. 주한 미8군에는 모기 전문가가 따로 있다고 한다. 국제협력과가 생겨 필요하다면 모기에 대해 전 세계적인 전문가들과 의견을 나누겠다. 박멸 행위는 다른 부처에서 하겠지만 모기를 연구하면 박멸 방식이 달라진다. 해당 업무를 맡는 과 안에 모기팀을 만들고 구체적인 조직은 구상 중이다. 전국에서 (모기에 대해) 서베이(Survey)하고 학술적인 배경을 제공하겠다. 흰줄숲모기로 인한 전파 가능성을 고려해 박멸에 집중할 것이다. 경제·사회적 약자가 (모기에) 많이 노출된다. 취약계층을 위해 개체 수를 줄이는 작업을 하겠다.

-지카 방역체계는 어디에 집중하나.

▶(국내로) 유입되지 않도록 노력하는 것이 중요하다. 범부처 회의를 했다. 농림축산식품부는 목재에 대해 훈증 요법을 써 모기를 없앤다고 한다. 항공기가 들어오고 나갈 때 소독해 안 들어오게 해야 한다. 정확한 질병 정보를 국민에게 알려 공포에 떨지 않도록 집중해야 한다.

-지카바이러스의 국내 유입 가능성은.

▶항상 있다고 본다. 설 연휴에만 수십 만명이 (해외로) 나갈 것이다. (이들에게 지카바이러스 감염자가 발생한) 28개국을 알렸다. 진단키트나 인력 부족 등을 점검해야 한다. 국민이 불안에 떨지 않도록 정보를 제공하겠다. 뎅기열이 (지카바이러스보다) 훨씬 무서운 병인지만 잘 알기 때문에 겁내지 않는다. 지카바이러스는 미지의 세계이므로 어떻게 될지 모른다. 사람 간 감염은 없어 보인다. 

-메르스(중동호흡기증후군) 감사원 감사 결과로 인력 결원이 예상된다.

▶관련 내용을 일부 보고받고 계속 고민하고 있다. 질병관리본부에 의사 자격을 가진 인력이 들어와야 하는데, 국내 여건상 인기 있는 자리가 아니다. 당장 답이 있는 것도 아니다. 외부 인력을 쓸 수도 없다. 3월 중순 인사혁신처와 협의 후 최종 징계를 내리게 돼 자문의사 풀을 구성하려고 한다. 풀을 광범위하게 만들어 해결하는 방식을 생각한다. 급성 지카바이러스나 메르스 외에는 의사 직군이 당장 매일 필요하지 않다. 국가 보건행정은 중장기 관점에서 봐야 한다. 특정 바이러스 진단을 연구하려면 몇 년을 걸린다. 

-메르스 징계 결과에 대해 경감을 요청할 생각은 없나. 

▶그들(징계 대상 공무원들)의 경험을 살리는 것이 국가에 도움이 되지 않겠느냐는 생각이다. 상당한 불이익을 감수하고 (정부에) 들어온 사명감 있는 인력이다. 메르스 사태는 불가항력적인 면이 있었다. 선처해주면 더 열심히 일하겠다. 쓰라린 경험을 승화시켜 발전적인 방향으로 가겠다. 다만 공식적으로 (징계 경감을) 요청할 생각은 없다.",0
1_00288,동료 여 직원 몸에 불 질러 숨지게 한 60대,"자신을 험담한다는 이유로 동료 여직원 몸에 시너를 뿌리고 불을 붙여 살해한 60대에게 중형이 선고됐다. 

수원지법 형사12부(부장판사 오상용)는 4일 살인 등 혐의로 구속기소된 이모(62)씨에 대해 징역 22년을 선고했다. 또 이씨의 분노조절에 문제가 있어 보이는 등 재범의 위험성이 인정된다며 10년간의 위치추적 전자장치(전자발찌) 부착을 명령했다. 

재판부는 ""피고인은 평소 피해자가 자신에 대해 험담을 하고 있다고 생각하며 불만을 품고 있던 중 살해를 목적으로 시너를 준비하고 피해자에게 뿌린 뒤 불을 붙이는 등 잔인하고 극단적인 방법으로 피해자를 살해했다""고 판시했다. 이어 ""절대성을 지닌 인간의 고귀한 생명을 앗아간 중대한 범죄를 저지른 점, 피해자의 유족들은 회복하기 어려운 충격과 고통을 겪었을 것으로 보이는데도 피해회복이 이뤄지지 않은 점 등을 볼때 중형 선고가 불가피하다""고 선고 이유를 밝혔다. 

이씨는 지난해 7월24일 경기 성남시 분당구의 한 오피스텔 1층 관리사무실에서 경리업무를 보고 있던 동료 A(48·여)씨를 향해 시너를 뿌리고 불을 질러 A씨를 숨지게 한 혐의로 구속기소됐다. 

파견직 근로자였던 이씨는 재계약을 앞둔 상태에서 A씨가 오피스텔 관리사무소장에게 자신에 대해 안 좋게 야기하는 것에 불만을 품고 범행한 것으로 조사됐다.",0
1_00289,"이세돌, 알파고 상대로 연이은 패배 '충격'","이세돌 9단이 두 번째 대국에서도 알파고에게 계속해서 저셔 충격에 빠졌다. 

10일 오후 서울 광화문 포시즌스 호텔에서 '구글 딥마인드 챌린지 매치' 2국이 열렸다. 이 9단은 인공지능 알파고의 초반 변칙수를 막아내며 중반까지 유리한 형세를 만들었다.

이 9단은?하변에서 흑집을 부셔 집으로 다소 앞섰다.?알파고가 중앙 백 대마를 공격하자 이 9단은 갑자기 흔들렸다. 이 9단은 좌상중앙 다섯 점을 떼주고 우상귀 흑집을 도려냈다.

바꿔치기에 실패하면서?형세는 우세를 가릴 수 없게 됐다. 끝내기로 접어들면서 알파고 실수로 반전이 일어나는 듯했다.

지난 9일에 이어 알파고 실수는?이길 수 있는 범위 안에서의 실수인 것으로 분석됐다.?이 9단은 마지막 1분 초읽기에 몰리며 혼신의 힘을 다했다.

뒤집을 가능성이 보이지 않자 이 9단은 결국 돌을 던지고 말았다.?이번 패배로 이 9단은 알파고와의 대결에서 승리 없이 2패를 떠안았다.?이 9단과 알파고 '세기의 매치'는 오는 15일까지 치러진다.",0
1_00290,"'도마의 왕' 양학선, 부상으로 올림픽 출전 좌절","'도마의 왕' 기계체조 선수 양학선(24·수원시청) 씨가 아킬레스건 부상으로 리우 올림픽 출전이 무산됐다. 

24일 수원시청 관계자는 ""지난 22일 양 선수가 오는 4월 선발전을 앞두고 훈련을 하다가 오른발 아킬레스건이 끊어지는 부상을 입었다. 수술에 들어갔다""고 했다. 관계자는 ""사실상 올림픽 출전이 무산됐다.

수술하고 회복 기간이 적어도 6개월에서 1년 정도 걸린다.

예상치 못한 부상이라 모두 안타까워하고 있다""고 말했다. 지난해 7월에도 양 선수는 광주 하계유니버시아드 경기 도중 부상을 입어 남아있던 모든 경기를 불참했다.

이후 양 선수는 6주 이상 재활치료를 하기도 했다.

광주 하계유니버시아드에 출전 중인 체조 스타 양학선(23·수원시청)이 결국 부상으로 남은 경기에 불참한다. 양 선수는 지난 2011년과 2013년 세계선수권, 2012년 런던올림픽 정상에 올랐다.

승승장구하던 양 선수는 지난 2014년 인천아시안게임부터 크고 작은 부상을 입어왔다.

'도마의 신' 양학선(21·한체대)이 세계선수권대회에서 한국 선수로는 21년 만에 2연패의 위업을 이뤘다. 양 선수는 오는 8월 리우 올림픽에 오르려고 피나는 노력을 해온 것으로 알려졌다.

부상 이후 이렇다 할 성적을 내지 못했던 양 선수는 리우 올림픽을 누구보다 기다려왔다. 이번 부상으로 양 선수는 또 한 번 눈물을 흘려야 했다.",0
1_00291,"""죽여달라"" 부탁에 연인 살해한 30대 남성, 징역 5년 선고","""빚이 많아 힘들다""며 자신을 죽여달라는 말에 연인의 목을 졸라 죽인 혐의로 재판에 넘겨진 30대 남성에게 징역 5년형이 선고됐다.  

서울동부지법 형사합의12부(부장판사 이동욱)는 부탁에 의해 여자친구를 목 졸라 살해한 혐의(촉탁살인)로 기소된 오모씨(38)에 대한 참여재판에서 징역 5년을 선고한다고 29일 밝혔다. 오씨는 지난해 12월16일 오후 8시쯤 서울 강동구의 한 원룸에서 피해자 A씨(당시 39·여)와 함께 술을 마시다 A씨가 자신의 유서를 보여주며 ""빚이 많아 힘들다.

죽여달라""고 요구하자 이에 동의해 A씨의 목을 졸라 살해한 혐의로 기소됐다. 2013년 인터넷을 통해 서로 알게 된 오씨와 A씨는 연인관계로 교제하고 있었고, A씨는 사기로 돈을 모두 날린 뒤 오씨에게 생활고와 우울증 등을 호소하며 신병을 비관해 온 상태였다. 

이날 재판에서 오씨 측은 범행 사실은 모두 인정하면서도 ""피해자가 간절하게 유서를 보여주며 요구해 피해자와 함께 죽겠다는 생각으로 범행을 결심했다""며 ""깊이 반성하는 점, 전과가 없고 자진신고한 점, 외아들로 노부모를 부양해야 하는 점 등을 참작해달라""고 밝혔다. 

오씨는 최후 변론에서 ""제가 좀 더 성숙했다면 같이 삶을 마감하는 게 아니라 같이 살아나갔을 것""이라며 ""A씨의 아이들을 위해 열심히 일해서 조금이라도 도울 수 있는 것을 모두 다하겠다.

앞으로 제 시간은 A씨 아이들과 유가족, 제 부모님의 것으로 생각하겠다""고 눈물을 흘리며 말했다. 재판부는 ""촉탁이 있더라도 사람의 생명은 절대적 가치가 있고 적극적인 만류나 설득이 없었다""며 ""피해자의 유족과 합의를 하지 못했고 남겨진 A씨의 두 자녀가 느낄 상실감과 고통 등을 고려했다""고 양형 이유를 밝혔다. 

다만 ""오씨의 범죄 전력이 없는 점, 자발적으로 신고한 후 일관되게 자백하고 있는 점 등을 참작했다""고 덧붙였다. 국민참여재판으로 진행된 오씨의 재판에서 배심원 7명이 만장일치로 유죄평결을 냈다.

양형의견은 5명이 징역 5년으로 의견을 냈고, 2명이 징역 6년으로 각각 의견을 냈다. 재판부는 이 중 다수 의견을 받아들여 선고했다.",0
1_00292,전국 포근한 봄날씨...점차 흐려져 저녁때부터 '비',"현재 전국적으로 포근한 봄날씨를 보이고 있으나, 점점 흐려져서 저녁부터 비가 오겠습니다. 

특히 남부 지방 중심으로 많은 비가 쏟아져 이들 지역에서 벚꽃 보기는 어려울 전망입니다. 

내일 새벽에는 서울 등 중북부 지방 등 전국으로 비가 확대되겠습니다. 비가 오기 전까지 낮 동안에는 따뜻한 봄 날씨가 이어지겠습니다.

오늘 서울 낮 기온이 23도, 대전 24도, 대구 22도까지 오르며 어제보다 따뜻하겠습니다.

아침에는 여전히 쌀쌀합니다. 큰 일교차에 건강 관리에 유의하시기 바랍니다. ",0
1_00293,'차별없는 가정을 위한 시민연합' 이 밝힌 장동민·tvN 고소취하 결정,"한부모가정 권익단체 '차별없는 가정을 위한 시민연합'이 개그맨 장동민 씨와 방송사 tvN에 대한 고소를 취하하겠다고 밝혔다. 

장 씨는 코미디 방송에서 한 발언으로 한부모 가정 조롱 논란에 휩싸였다. '차가연'은 장 씨와 방송사 tvN 관계자들을 모욕 혐의로 고소했다. 

12일 인터넷 매체 마이데일리 보도에 따르면 차가연 측은 ""애초에 고소를 한 것이 처벌의 목적이 아닌 한부모가정에 대한 사회적 인식이 바뀌길 바라는 마음이었다""고 밝혔다.

한부모가정 권익단체 차별없는 가정을 위한 시민연합(이하 차가연) 측이 장동민의 모욕 혐의 고소를이어 차가연 측은 ""tvN 내부적인 자체 징계와 관련 심의 규정을 강화하겠다는 내용을 전달받았다""고 전했다. 차가연 측은 14일 정식으로 고소를 취하하겠다고 했다. 

13일은 선거일로 임시 공휴일이기 때문이다. 지난 3일 방송된 tvN '코미디빅리그' 코너 '충청도의 힘'이 논란이었다.  시청자들은 장 씨 등 출연자들이 이혼 가정을 조롱했다며 불쾌감을 드러냈고, 결국 논란으로 이어졌다.

코미디빅리그 측은 코너를 폐지하겠다고 밝혔으며, 장 씨는 해당 프로그램에서 하차하겠다는 입장을 보였다.",0
1_00294,데뷔 후 첫 1위' 눈물을 흘리며 감격하는 마마무,"걸그룹 마마무가 데뷔 후 처음으로 음악 프로그램 정상에 올랐다. 이날 마마무 4명 멤버 모두 1위 수상 직후 눈물을 흘리며 감격을 감추지 못했다.

마마무는 2014년 1월 ‘행복하지마’ 데뷔 이래 2년 2개월 만에 가요계 정상에 올라섰다. 마마무는 데뷔 이후 ‘피아노맨’, ‘아?(AHH OOP!)’, ‘음오아예’등 신곡을 발매할 때마다 ‘믿고 듣는 마마무’라는 호칭을 얻을 정도로 실력파 걸그룹으로 인정 받아왔다.

방송 후 마마무는 공식 트위터에 ""데뷔 첫 1위 감사합니다. 

더욱 더 열심히 하는 마마무 되겠습니다""라는 글과 함께 1위 기념 인증샷을 공개했다. 데뷔 첫 1위 감사합니다. 더욱 더 열심히 하는 마마무 되겠습니다. 지난달 26일 발매한 마마무의 첫 정규 앨범 ‘멜팅’은 발매와 동시에 음원차트 1위에 올랐고, 수록곡 또한 차트 상위권에 진입했다.
",0
1_00295,한림예고 교무실서 포착됐다는 쯔위 사진,"걸그룹 트와이스 쯔위가 한림예고에 첫 등교한 사실이 알려진 가운데 그의 입학 전 모습이 눈길을 끌고 있다. 최근 한 온라인 커뮤니티에는 ""쯔위 교무실에서 면담 중""이라는 제목의 글과 사진이 공개되었는데, 공개된 사진 속에는 사복 차림으로 한림예고 교무실에서 이야기 중인 쯔위의 모습이 담겨있다.

멀리서도 눈에 띄는 미모와 환한 미소가 눈길을 사로잡는다. 쯔위는 방송 활동과 학업을 병행할 예정이며 현재 트와이스 다현과 채영도 한림예고에 재학 중이다. 

한편 트와이스는 18일 공식 홈페이지와 SNS를 통해 두 번째 미니앨범 '페이지 투(Page Two)' 티저를 공개했다.",0
1_00296,"북한 ""탈북 종업원, 남조선이 유괴한 것"" 주장","중국 북한식당에서 일하다 집단 탈북한 종업원들과 관련 북한이 주민들까지 동원해 남조선이 유괴한 것이라고 주장하고 나섰다. 

18일 북한 대남선전매체 우리민족끼리는 '박근혜 역적패당이 조작한 집단탈북 만행을 규탄하는 각계반향' 이라는 동영상 2편을 통해 종업원, 학생, 간부 등으로 보이는 북한 주민 6명과의 인터뷰를 공개했다. 

인터뷰를 통해 한 주민은 ""우리 주민 10여명씩이나 납치해 가는 괴뢰들""이라 남측을 비난하며 ""악의 소굴 청와대를 부수고 우리 사람들을 하루 빨리 데려와야 한다""고 주장했다. 

또 다른 주민도 ""남조선이 국정원을 내세워 해외에서 봉사활동 하던 종업원 수십명을 한번에 유괴하는 지경에 이르렀다""며 ""민족의 통일 염원에는 한사코 등 돌리는 짐승무리를 이 땅에서 쓸어버리는 것이 진정한 인도주의""라고 말했다. 

다른 주민도 이번 집단 탈북한 종업원들에 대해 ""부익부 빈익빈이 남무하는 남조선에 우리 주민들이 스스로 갈리가 없다""며 ""남조선은 무서운 철추가 서울 한복판에 떨어지기 전에 당장 모략책동을 그만두고 납치한 사람들을 돌려 보내야 한다""고 주장했다. 

앞서 북한 대남기구인 조국평화통일위원회는 지난 17일 대변인 성명을 통해 ""지금 우리 천만군민은 해외에서 감행한 공화국 공민들에 대한 괴뢰패당의 천인공노할 특대형집단유인 납치행위에 치솟는 분노를 금치 못하고 있다""며 귀순자들의 북송을 요구한 바 있다.",0
1_00297,배우 윤여정이 말한 김고은 성격,"배우 윤여정(68) 씨가 영화 '계춘할망'에 함께 출연하는 배우 김고은 씨의 성격에 관해 말했다.  

19일 서울 압구정동 CGV에서 '계춘할망' 제작보고회가 열렸다. 윤 씨는 ""김고은 씨가 그렇게 싹싹하지는 않았다. 그래서 마음에 들었다""고 했다. 이어 윤 씨는 ""개인적으로 너무 싹싹한 성격은 싫어한다.

사람과 사람 만남에는 적응하는 시간이 필요하다""며 ""보자마자 싹싹하게 하는 애들은 이상한 애들""이라고 덧붙였다. 윤 씨 옆에 있던 김 씨는 ""처음에는 윤여정 선생님과 함께할 때 긴장했다""며 ""촬영하면서 감정이 이입됐다.

현장에서 제 시선이 항상 선생님을 향해 있었다.

제가 챙겨야 할 것 같았다""고 했다. 이날 윤 씨와 김 씨는 서로를 향해 애정을 드러냈다.

윤 씨와 김 씨는 촬영 현장에서 서로 의지한 것으로 알려졌다. 다음달 19일 개봉하는 '계춘할망'은 손녀 혜지(김고은 씨)와 손녀 바보 계춘할망(윤여정 씨) 이야기를 그렸다.

창감독이 메가폰을 잡은 이 영화는 네티즌 평점 9. 05를 기록하고 있다.",0
1_00298,운구차량에 보복운전한 30대 남성,"장례를 치르던 운구차량을 상대로 보복운전을 벌인 30대 남성이 입건됐다. 

서울 송파경찰서는 운구차량을 추월하고 급제동하는 등 보복운전을 한 혐의(특수협박)로 김모씨(32)를 불구속 입건했다고 25일 밝혔다. 

김씨는 지난 2월20일 오전 11시22분쯤 자신의 승용차로 동작대교에서 반포대교 방향으로 올림픽대로를 운행하던 중 운전사 하모씨(52)가 몰던 운구차량이 자신의 진로로 차선을 변경했다는 이유로 추월해 끼어들고 급제동하는 등 보복운전을 한 혐의를 받고 있다. 

경찰조사 결과, 김씨는 신호위반과 속도위반, 끼어들기금지위반 등으로 단속돼 과태료 처분을 받은 전력이 있는 것으로 드러났다. 

피해를 입은 운구차량은 장례식장에서 추모공원으로 향하는 중이었으며, 유족 30여명과 고인의 시신 등이 실려 있었다.

김씨는 두 차례에 걸쳐 해당 차량 앞에서 급제동을 했다고 경찰은 말했다. 경찰 관계자는 ""난폭운전과 보복운전은 도로상 중대한 위험을 야기하는 심각한 범죄행위""라고 강조했다.",0
1_00299,"옥시 전 대표, 검찰에서 17시간 가량 조사 받고 귀가","가습기 살균제 사망 사건 중 가장 많은 피해를 유발한 제조사로 지목된 옥시레킷벤키저의 신현우 전 대표(68)가 검찰에서 17시간 가까이 고강도 조사를 받고 27일 새벽 귀가했다. 

서울중앙지검 가습기살균제 피해사건 특별수사팀(팀장 이철희 부장검사)은 26일 오전 10시 신 전 대표를 피의자 신분으로 소환해 이튿날 오전 2시40분까지 조사를 벌였다. 

신 전 대표는 조사를 마친 뒤 취재진과 만난 자리에서 ""성실하게 답변했다""라고 말했다. 그는 '가습기살균제의 유해성 검증을 제대로 했나'라는 취재진의 질문에도 ""성실히 답변했다.

너무 피곤해서 말이 안 나온다""라고 답한 뒤 준비된 차량을 타고 검찰청사를 떠났다. 검찰은 신 전 대표와 함께 PHMG(폴리헥사메틸렌구아니딘) 가습기 살균제 개발에 관여한 전 옥시연구소 선임연구원 최모씨와 전 연구소장 김모씨 등 당시 제품 개발·판매에 관여한 핵심 관계자도 소환했다. 

검찰은 신 전 대표 등을 상대로 가습기 살균제을 제조·판매한 경위와 PHMG 성분의 유해성에 대한 조사를 면밀히 했는지 여부에 대해 집중 추궁했다. 또 피해자들의 부작용 호소를 묵살했는지, 대학의 실험보고서를 조작했는지 등 의혹에 대해서도 조사했다. 신 전 대표는 가습기 살균제 '옥시싹싹 뉴가습기당번'이 본격적으로 판매되기 시작한 2001년 무렵 옥시에서 대표이사를 맡고 있던 인물이다.

그는 1993년 12월 대표이사직에 오른 뒤 2005년 6월 물러났다. 신 전 대표 등 3명은 폐손상을 유발하는 가습기 살균제를 제조해 고객이 숨지거나 상해를 입도록 하는 등 업무상 과실치사상 혐의를 받고 있다. 

검찰은 조사 결과를 토대로 신 전 대표에 대한 재소환 및 구속영장 청구 여부를 검토할 방침이다. 또 27일 옥시 연구소장 조모씨와 유해물질 PHMG를 공급한 국내 도매업체 CDI 대표 이모씨를 참고인 신분으로 불러 조사한다.

전날 불렀던 최씨도 다시 불러 조사할 계획이다.",0
